textID,text,sentiment
20325c7e00,Cool.,positive
bcf3831813,can`t bloody win  lol,neutral
827d246ca2,laugh.,positive
b4fa2d20e4,Good one,positive
028a435177,_roe oh well.  I`ve never seen him do anything before so I`m not gonna say anything.,neutral
03e8d97584,No one to rub it in,neutral
fd0e1afe7b,Failed on first day.  Twic,negative
9bce9d9178,I will take a pic for you,neutral
c4f9792d55,"Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral
1375e54e9d,"Finally made it through Dead Space, that only took half a year",neutral
ac9850b5cf,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I`m dying people!",negative
c5f1b3ee3e,good,positive
07fd0f3a7b,Happy,positive
53d3e95d26,hateeee,negative
57482a8b8b,yay! Lol. Now I know how you felt when I was gone.,neutral
24b6dfdc81,miss,negative
396c09853b,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,neutral
bde58be518,my fab broke,negative
9e25e9b128,i am a freshman in this site. how to update? help,neutral
ea1dea9f05,I am thankful!!,positive
3790d1fd62,having a reli gd holiday .. buh now have to revise  x,neutral
f17e12be38,"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral
57d554e002,time for work!,neutral
6105d03cd9,i started having anxiety,negative
df7ee6a593,Happy to have a job... sad its this on,neutral
e609733759,hate,negative
faac0eff26,Hmm... the new sports catalog and card jitsu updates are not appearing for me,neutral
b7f5f60087,good morning hun!,positive
e808a171e3,much love to ya!,positive
3d13b826a7,"Thx all - it`s a 3k capacity, bought second",neutral
4e87c89496,Happy Mothers Day to all your moms!,positive
b5bcb25458,Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,neutral
ce2239f2dd,Sad thing is samsam loves my sexy crooked body! And she wants to **** it now,neutral
846c546859,NOOOOO I hate traffic,negative
ffcf59f83d,Really all that? I`ll look for it and will report back,neutral
09d0f8f088,wo,positive
8dc02b52a7,Why doesn`t Twitter extend the number limit a littttttle bit? Until 160 atleast?,neutral
d6be102997,omg i had that book its soo funny,positive
2ef7abb5d4,I didn`t think i looked that much like a ****,negative
c57301fb4d,I ran out of Eclipse mints,neutral
b8d97c4ac9,work all day,neutral
2db14f826e,harder,negative
fb8a35bcb3,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
408c9dcda6,"sold out in 6 stores, i don`t think so",neutral
b43ff77e44,good,positive
3bf7a25c9b,Happy Mothers Day!!!,positive
93d6db38b6,"ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",neutral
886efc32dc,"I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now",neutral
c20d43f91c,"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  ****",neutral
a321b0596d,hate,negative
68c42cdc70,_from_hell  how`s monday for you?,neutral
e61d64740e,Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),neutral
7411938f57,I sorry,positive
c7d1227826,yay!,positive
b1959e87e0,Feelin really awful.,negative
413dfb9c20,haha **** hell i know ay. **** son he`s just making trouble. we could take him.,negative
e03324c33b,lost a follower,negative
838ea51c99,Watching Ace of Cakes,neutral
edf210faf5,I got the ticket dismissed,positive
f91b6e0d25,It was pretty cool. The kids *and* the adults had fun.,positive
72563ce8ba,Love it!,positive
f162d05b25,love,positive
4191b19b71,i was at the outlets too,neutral
4ecad41df5,thanks,positive
5d24a08a76,im seeing this guy 2moro arvo after skl cus he asked me to,neutral
7e66ca1a42,but you always have lee. Let`s go to Paris,neutral
2d6b3e1c79,is working it out allll day long.,neutral
dab2082ede,he was really nice,positive
dbba006190,cannot subscribe,negative
700308412c,Happy,positive
e570711aaa,its almost lunch time for you,neutral
4a1ce7dc3b,Night of the cookers with my dad,neutral
fe530042f7,I shudder at the thought of what she was thinking she`d do with it if she`d managed to reclaim it...,neutral
d6970002ab,Looks like i can go see jeffree star afterall. I told my dad he`d hate the music & he said i could go alone,neutral
99e110f2b5,thankyou,positive
86e9e53b66,yea dude... 5`8'! really!?,neutral
49f1f2cbf6,".  So, I don`t think our birthday date is going to happen. :`(",negative
370f2e509d,everything is fine,positive
8d82aa6a3a,not happening.,negative
e99c1276cf,loving my new tv,positive
74060afb37,Thank you,positive
ae4f391493,depressing,negative
de1dc19b23,Just spent more than 45 minutes looking at the Aud,neutral
fef2835b65,following  `cause  ordered it,neutral
42bba2feb9,Time for my ritualistic Friday night depression,negative
2f6c8287b9,steals,negative
7286b251ca,"Hey, I didn`t get any !!!",negative
d4d73f8bff,"yeah. No vomiting tonight, bit sniffly but ok.  bens trying to get him to sleep right now.",neutral
9aff9b27ad,credit,positive
901d674697,Or maybe its just us ....,neutral
752bed813d,Im had to leave early to go to piccolo practice.,neutral
e189518df8,hanging with the cousin,neutral
0cee22656f,hard.,negative
bd73a46f79,ve a gre,positive
4.30E+12,ARGH!! watching batman,neutral
47a29253a9,normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral
d288b32d20,Nursing my sick guniea pig back to health  and my cat is being jealous,negative
0bb43bf3bc,I`m afraid.,negative
410b8df2b5,! You always leave me behind,negative
942f5f4cc6,we`ll see Craig might just hog u guys! haha I work till 10 tonight anyways,neutral
389813675,The link doesn`t work,negative
e889de7271,This is scary,negative
52ad73ae70,"Is finally back from the dinner party, had fun, Alice had no wine. I proposed...we`re getting married next week on May 15th 2009",positive
1e981d3f20,"remember, dont let your small list cover your big list...its too little to even worry about it.",neutral
7f6b799d2a,Sorry,negative
a8f2acd515,sore throat. Planning the TET outing to Marwell though...good times,neutral
57a18c1134,"Wow.. hope,",positive
c2161da81a,great,positive
8bdded4924,is a loser;,negative
603f1a72c9,"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",neutral
fad4e2d934,best roast,positive
fdab5bcb3a,Thanks,positive
a1cc1835fe,"sadly, based on what I saw today, it`s quite problematic",negative
4ade066ad8,thanks for the message,positive
24ad5b316e,killed ba,negative
2d2aa389b2,"Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",neutral
c4fb99d6a0,"'somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes'     yeah, im norma",neutral
ef091526d1,"Good morning, sunshine!",positive
8ac3fe2c9a,oh man that sucks hardcore! haha good luck finishing up recording,neutral
d133feef6c,Funeral,negative
f2eb7e0354,sux u will be poor tho,negative
10123e7479,"the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl",neutral
cd6869e626,good luck tomorrow,positive
72f3016b57,Reduculous!!,negative
6534992ff5,I can`t vote for you  they have stopped the voting,neutral
6241e87aa5,Hva gr8 shw 2nyt,positive
ebeea1f86c,hating,negative
ac8976f564,GILF = grandmother.,neutral
03a3f63189,I fee your pain,negative
c48e16fcba,hurts,negative
3ff86e491c,Microsoft Announced Windows 7 Release Candidate. Download available tomorrow,neutral
5790ae18e2,u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,negative
71371d9e0f,I hurt my index finger!! ahhhh,negative
d715925ecd,panic,negative
0bcb6eba9a,I was so hype about it being Friday & it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.,neutral
7bb579f466,BOYSTOWN.  I`ll leave for Eastwood in 3hours.,neutral
1d2f3cc141,y I`m not going to be much help...,negative
1121c78b0c,off to bed with my sore ****,neutral
5757307daf,"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",negative
4cb14fb7e8,save,positive
ad444f8356,Glad to hear the weather`s nice.  It`s rained just about every day for the last five days.  Not fun for exploring,neutral
48d1c69d94,"Easy,",positive
58d5c02640,'butteflies in your stomach',positive
c6a4c7d952,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,neutral
9dc15a8e95,No surprise there. They probably don`t know themselves where it is,neutral
e4db90dd2a,.any  sorry wahh!! lub u toooo ;),neutral
509d80dd4a,D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,neutral
49485d5afe,That`s awesome!,positive
a5a7abf194,thanks,positive
c8b98d7102,yooo! Its rainin dumb hard out.,neutral
4d2bc66522,_ryan Just...it`s quiet a bit of it tbh xD,neutral
bd44faa13e,Hi to you too.,neutral
83aaaa95a4,sucked,negative
8947e34d6b,Slovakian country side is a refreshing change co,positive
c5480ac431,u said u was gonna follow  its nita from ur live chat,neutral
3af0ba6598,watching the greatest movie ever,positive
db5037019c,really sweet,positive
b390df7c84,"took mr timothy for a run, he`s quite fast if i hold up his bottom",neutral
da30ee290e,"Sportsmens Warehouse finally got field points in, i can now use all my arrows.",neutral
de5773c63b,does that mean your going to block me?,neutral
1a67ebd497,It`s **** cold here,negative
0f4354b370,"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",neutral
df123e0ba0,At Halu for dinner... Second time this week!!,neutral
9068b3da92,"hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty",neutral
9f11adf4c2,nice pic,positive
497470c5f8,I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,neutral
a38dea7f37,_matta take my 'how well do you know me' quiz!! i made one the other day... no one took it yet  i put pics from yday on fb ****,neutral
e10765aab8,bless you',positive
d69004b549,me me me!  lol,neutral
af60628cca,when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,neutral
e5226c6da4,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil?",neutral
ad2b0dc14e,well you can  lol,neutral
3194919831,wtf),negative
a33666c3b3,happy.,positive
57aa8a7678,stopped,negative
3ef77b3fa0,in the sun and changing my default icon just for you  what`re your plans?,neutral
126fe57139,Got it! Your in the rundown.,neutral
332ff53807,"I`ll be right over, save me a slice",neutral
65fed0bc1e,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i`ll miss Russel Brand`s Ponderland,neutral
e9d6e37aa2,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,neutral
5d2bf63914,#iusedtobescaredof,negative
b3cb1104c8,green computing http://bit.ly/8gb8R,neutral
bf1411943a,"Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral
fd37d39203,"Pfft, there you go with the logic again!",neutral
36db759cb5,love your new profile pic,positive
edf9ec7197,in all honesty...pain   blech,neutral
7007795ec9,g embarrassing,negative
981fab8e92,My class will be at Chem Sc building. Will see the both of you after 5 yeah?,neutral
422a6b4d96,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative
a4107cd765,"Im not getting any treatments,",negative
0812441c44,Bummer.,negative
b64034dd8e,everyone loves u sarah,positive
cf6f364637,Worried,negative
0a75a593b2,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,neutral
7d85365781,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,neutral
6be3020b60,sorry,negative
414fad1ccd,Its pouring and i have holes in my shoes,neutral
80f12a2f56,I LOVE LA!,positive
2ca15b61d7,loveeeeeeee,positive
55a652d7a7,miss her mane   um sad,negative
e4ab085b0d,failed,negative
592be1cc63,Nice fusion idea,positive
81dcda9146,Is about to see Adriana off for a month,neutral
2322bec408,Now I`m starving and can`t find anything to eat!,negative
f2d0709994,haha  Thanks!,positive
785f6553a9,Im so boring..,negative
9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me,neutral
66b02ead15,Bass drum heads breaking equals bust. Who needs tickets for May 15th? You?,neutral
d331af7c63,"i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels",neutral
2a86a6d18e,Very pretty,positive
3459100496,wrong,negative
78d189f427,I love,positive
e05b470def,nice day,positive
3a4256c114,"Mom just 'he`d' me. *sigh* She`s wonderful, and it was just a slip, but you`d think after coming with for my surgery it might go away...",neutral
46e0b00683,I had fun this summer,positive
7b3779a808,hurting,negative
f5f2e9de11,I KNO I SHOULDA CAME,neutral
7acf16e8c4,Sowwy!,negative
89496e0696,uncomfortable..,negative
2f9eb28856,Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; & Saturn w/ a fogged eyepiece   Home by 2a,neutral
84b84a992f,Going home... with sore #eyes,neutral
3ddea5d46c,"Can`t really do anything about that, now can I?",neutral
a1ee6e27ae,still nw in trending topics..,neutral
